Data,Feedback,Perguntas,Sentimento
14/03/2020,"Presencial com certeza teria sido bem mais interessante, mas temos que trabalhar com a nossa realidade e entendo que não foi culpa de vocês, e essa foi a melhor solução encontrada. Entretanto, caso seja necessário mais encontros online, que seja numa plataforma que vocês tenham um pouco mais de domínio, para que seja mais fluída nossa reunião.",Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,negativo
14/03/2020,"Acredito que apesar dos imprevistos, conseguiram boas saídas!",Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,positivo
14/03/2020,"Gostaria primeiramente de parabeniza-los pois mesmo com os imprevistos encontraram uma saída para resolver o problema do encontro de hoje, mostrando resiliência a todos. Porem, o acesso a internet nao atinge a todos de forma padronizada infelizmente, minha internet estava com um péssimo sinal, dificultando meu entendimento de todo o tema. ",Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,positivo
14/03/2020,"A Integração feita online não é perfeita, mas os organizadores foram excelentes em relação ao conteúdo e respostas de dúvidas. ",Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,positivo
14/03/2020,Não. Foi bem dinâmico.,Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,positivo
15/03/2020,"Realmente, dentro do possível, foi bom porque melhor esse ""encontro"" online do que nada, Entre tanto, varias vezes as vozes ficavam cortadas e perdíamos um pouco do conteúdo.",Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,negativo
15/03/2020,"Fico grato pelo esforço de vocês ao criar outro meio para transferir todo conteúdo planejado para o dia 14, os imprevistos ocorridos são compreendidos. ",Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,positivo
15/03/2020,Entendo que foi o melhor que poderiam ter feito.,Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,positivo
16/03/2020,Vocês conseguiram trabalhar bem a dificuldade de encontro pessoal. Parebéns!,Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,positivo
17/03/2020,"Acredito que é importante entender a gravidade do problema e sinceramente achei que foi melhor não ter sido presencial, muitas pessoas do curso são de outras cidades e é um momento crítico para não sobrecarregar o sistema de saúde. Gostei da maneira como foi feito e parabéns pela agilidade de repassar para online.",Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,positivo
17/03/2020,"Nenhuma crítica, apesar da problemática, a ideia de fazer por call foi bem legal. Descobri um app para fazer call. ",Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,positivo
17/03/2020,"Achei legal por terem dado um jeito de fazer acontecer, pq eu estava muito ansiosa pro primeiro encontro então desanimei quando vi que não ia acontecer , porém vocês fizeram de tudo para tentar esse primeiro encontro, então achei legal e vi que era o dava pra fazer no momento, porque não é culpa de vocês. Dica é tentar outras plataformas de reunião como zoom ou hangouts. ",Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,negativo
17/03/2020,"Na verdade fiquei surpresa que tenham dado um jeito para que o ""encontro"" ocorresse.",Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,positivo
17/03/2020,"Infelizmente acredito que quando comparado com as atividades práticas presenciais, pode ficar um pouco a desejar, principalmente no quesito interação com os colegas e colaboradores da academia de talentos. Mas acredito que é um desafio pra transpor e será feito com tanta seriedade quanto presencial. Minha sugestão é procurar uma plataforma online mais robusta para que evite qualquer tipo de ""gargalo"" seja de comunicação, internet, alto numero de acessos, entre outros.",Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,negativo
17/03/2020,"   Eu agradeço a preocupação e esforço da equipe em manter na medida do possível o cronograma de atividades. Entendo o contexto totalmente atípico, mas pensando nos participantes que não residem na cidade de São Paulo, seria interessante os avisos serem em um período antecessor maior em relação a data e a hora das atividades. ",Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,negativo
20/03/2020,Não,Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,positivo
30/05/2020,Não tenho criticas.,Sabemos que foi um dia atípico devido o fechamento da FECAP. Você tem críticas e comentários? Lamentamos o ocorrido e agradecemos a compreensão.,positivo
21/03/2020,"Entendo a necessidade desse formato e achei que essa plataforma foi muito melhor que a da semana passada! Mas fico chateada se acabar tendo que ser 100% online (queria a experiência de ir na comunidade e de conversar com o pessoal durante o almoço). Novamente, parabéns pela vontade de contornar a situação e fazer essa turma acontecer! Minha sugestão é trabalhar em algum momento sobre a questão da pandemia, acredito que muita gente esteja preocupada e com dificuldade de se manter concentrado.","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",negativo
21/03/2020,"Achei o dia bem legal, os temas e palestras foram bem interessantes! Só acho que seria legal respeitar mais os horários porque é bem cansativo ficar olhando para o computador e assimilar tudo, talvez pequenos intervalos de 5 min pra respirar, ir tomar uma água, ajude.","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",negativo
21/03/2020,A nova plataforma ZOOM foi bem melhor comparada à primeira semana.,"Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
21/03/2020,Acho que  minha unica sugestão a melhorar é a gestão de tempo de cada atividade e palestra.,"Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",negativo
21/03/2020,A organização está muito boa!! Há muita participação de todos nos encontros.,"Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
21/03/2020,achei que a plataforma zoom funcionou muito bem.,"Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
21/03/2020,"Apenas elogios! Não tive problema algum com a plataforma, muito simples e de facil acesso, possibilitou uma experiencia incrivel, visto que na ultima semana encontrei muitas dificuldades com a plataforma usada. Um sincero e imenso parabéns a toda a equipe, extremamente grata em poder estar sendo parte de tudo isso.","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
21/03/2020,"Assim como o aprendizado de hoje sobre treinar nossa empatia, tudo o que vamos treinando e fazendo vai ficando melhor. Essa é a analogia que trago para o encontro de hoje que foi muito bom e muito melhor que o primeiro. Começando pela ferramenta, que é mais simples e estável, mas principalmente por ter nos feito interagir mais entre nós. Acho que pra quem gosta de estar ao vivo, como eu, ajuda muito e deixa muito mais interessante! Obrigado mais uma vez pela oportunidade de estar aqui!","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
21/03/2020,"Não, a nova ferramenta foi muito melhor ","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
21/03/2020,"Sugiro mais atividades práticas, para que fique mais dinâmico.","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",negativo
21/03/2020,"Achei que foi bem mais dinâmico dessa vez, fiquei com menos vergonha de abrir a câmera, então minha sugestão é essa , trazer mais dinâmicas pra gente ir se conhecendo melhor!! ","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",negativo
21/03/2020,"É uma pena estarmos em uma situação que limite o contato, nos levando a ter apenas encontros onlines. Mas o encontro online hoje ocorreu muito bem no meu ponto de vista. Com certeza usar o Zoom como ferramente de reunião foi mais comfortável e prático. Sendo bem sincera, nem vi o tempo passar, com a quantidade de conteúdo relevante e que somaram para o meu aprendizado e desenvolvimento.","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
21/03/2020,"Tudo oq eu queria é que esses encontros fossem presenciais, mas mesmo on line esta sendo incrível, vocês são feras.","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
21/03/2020,"Por estarmos parado em frente a uma tela, chega alguns momentos que é difícil prender a atenção e acabamos nos distraindo com algumas coisas externas. Mas, acredito que isso seja só questão de hábito. Vai chegar um momento no qual será realmente um bate papo 100% interativo.","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
21/03/2020,"Me sinto em desvantagem em relação as outras turmas, pois não vamos ter uma experiência imersiva por completo","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",negativo
21/03/2020,Acho que está tudo muito legal! Acredito que incentivar todos ficarem com os vídeos abertos deixa a experiência mais divertida e envolvente.,"Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",negativo
21/03/2020,"Gostaria de parabenizar pela evolução deste sábado em relação ao anterior. Hoje a dinâmica com a plataforma, foi muito melhor. ","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
21/03/2020,"    Gostaria de pontuar está sendo bem positivo os intervalos, no mais, achei bem positivo na palestra do Rodolfo o incentivo para ligar as câmeras fazer jóinha. Acho que isso conecta a gente e anima também. Não consigo pensar em nada por agora, mais acho que o grande desafio vai ser pensar em formas da gente como mentorados mais participantes, e não ficar só ouvindo um conteúdo por um longo período de tempo. Me comprometo a pensar em formas de fazer isso e compartilhar com fazer, no mais deixo aqui minha gratidão. ","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",negativo
21/03/2020,Por mim tudo seguindo em ordem.,"Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
21/03/2020,"Ainda não. Vejo que tudo foi bem organizado, tanto o tempo, materiais utilizados e ferramentas escolhidas. 
Estão de parabéns!","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
21/03/2020,"O que atrapalha é a instabilidade da internet, afeta no andamento das palestras ou conversas. E ter a oportunidade de ver as pessoas pessoalmente é mais enriquecedor. Mesmo assim, o conteúdo tá muito bom!","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",negativo
21/03/2020,"Poderia haver mais tempos nos momentos de Open Talk e mais pessoas (Talvez 2 no máximo), como se fosse o esporte ""Tênis"". De acordo com as dúvidas, um vai jogando a bola para o outro e moderando sobre as perguntas e questionamentos.","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",negativo
22/03/2020,Poderíamos utilizar a plataforma do Microsoft Teams que acho que fica mais fácil para a didática do time,"Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",negativo
22/03/2020,"Acredito que podemos ser até mais produtivos dessa forma, principalmente quando se trata de mais encontros (palestras e atividades) no mesmo dia, lógico que algumas atividades se tornam únicas quando feitas presencialmente, para essas poderíamos procurar alternativas para que a experiência se torne parecida, e postergar algumas.","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",negativo
22/03/2020,Mega organizado.,"Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
23/03/2020,"Não tenho crítica, vocês estão de parabéns pelo esforço e dedicação.","Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
23/03/2020,Sugestão: informar qual será a ferramenta usada na reunião para os alunos baixarem antes e fazerem testes. Dessa forma ninguém atrapalha o andamento do encontro com o microfone ligado.,"Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",negativo
24/03/2020,Está sendo maravilhosa a experiência.,"Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
26/05/2020,Não,"Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
30/05/2020,Não tenho nenhuma critica até o momento.,"Estamos evoluindo junto com vocês! Essa é a primeira turma que passa pela experiência de ""encontros"" online. Você tem críticas ou sugestões sobre a organização do programa? ",positivo
28/03/2020,Gostaria de conselhos mais práticos para dar um start no propósito,Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,negativo
28/03/2020,"Muito bom, abriu minha mente para novos assuntos ",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,"Foi muito bom ouvir a história dele, pois assemelha-se com o que os alunos estão passando. Ótima palesta!",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,"Foi muito, muito boa! Trouxe muitos insights. Essa semana será de bastante reflexão. Acho muito legal se puder ter um open talk semana que vem com ele, principalmente pra tirarmos algumas duvidas que irão surgir com a atividade! Quero muito ter um encontro presencial com ele!",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,Achei incrível! Parabéns pela parceria com ele.,Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,historia de  vida e de carreira incrível e muito conhecimento do tema,Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,"Por favor, traga ele mais vezes. ",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,A história do Sérgio é incrível. Tudo que ele apresentou na palestra fez eu repensar muitos momentos que já passei na vida. Espero poder aplicar o que ele apresentou o quanto antes na minha vida.,Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,"Foi demais, minha palestra preferida até agora! A história dele e inspiradora ",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,"Apenas elogios, a forma que ele passou todo o conteúdo me prendeu a atenção do começo ao fim, acredito que ele seguiu uma linha de pensamento cronológica perfeita. Sensacional",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,"Achei excelente, acho que ele poderia voltar mais vezes.",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,Eu sugiro que o tempo dessa palestra seja maior uma vez que esse assunto é superimportante e não é abordado nas universidades.,Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,negativo
28/03/2020,"ele é um belo exemplo de propósito, super humildade. e a palestra de hoje tem tudo a ver com projeto que iremos desenvolver. temos que saber o por que estamos participando. e creio que todos estão por que, querem ter crescimento tanto pessoal como profissional.",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,"Eu adorei a palestra, estou super feliz de poder ter assistido.",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,"A conversa poderia ter sido mais objetiva, mas a informalidade trouxe o ambiente de um bate-papo mesmo. Poderia ter dado mais tempo à ele :)",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,negativo
28/03/2020,"Momento incrível!! A forma como o Sérgio encaixou suas experiencias na mensagem que ele queria transmitir foi de grande proveito para mim. Acredito que melhor do que aprender utilizando ""conceitos teóricos"" apenas, é quando aprendemos com historias de pessoas que tiveram suas crises e conseguiram superar-lás conciliando seu propósito com a oportunidade profissional desejada, mostrando que todo tempo é possível mudar e o mais sensato a fazer.",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,Para mim o tempo foi curto. Gostei muito da vivência.,Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,negativo
28/03/2020,"    Estou impactada até agora com a história, energia e verdade que o Sérgio transmite, com certeza ele virou uma referência para mim de como falar bem em público e se conectar com uma grande número de pessoas. Ao meu ver, o time do palestra do Sérgio estava bem alinhado com os dois assuntos que antecederam, e ele consegue fazer uma boa costura da história dele com grandes ensinamentos de uma forma bem especial e impressionante. Particularmente não seus se foi uma coisa de cosmos, mas precisa real ouvir algo de que só dinheiro não é importante para a vida, alinhado com o aviso da importância de ter um bom processo. Gratidão!",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,"Cada fim de semana do ceo, percebo a importância do propósito de vida e como isso impacta na nossa qualidade tanto no trabalho quanto na vida profissional. ",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,"Genial!!!! Ele é um mestre, amei a maneira como conduziu e utilizou a ""fórmula"" apresentada no material de apoio pelo Simon para nos envolver. A história dele é inspiradora e as dicas foram incríveis.",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,"Ele tem um inspiradora história, tirou muitas dúvidas minha que vai ajudar na minha vida.",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,"A palestra do Sérgio foi sensacional, muito bom poder conhecer a experiência dele, e entender de forma clara a questão do Propósito. Como o propósito hoje é importante e necessário, podendo influenciar e nos motivar a como viver, trabalhar e consumir.",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,A palestra sobre Propósito foi incrível ! Superou minhas expectativas.,Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
28/03/2020,Palestra fantástica! Me fez identificar várias indecisões que tenho em minha carreira através de seus insights.,Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
29/03/2020,"Foi sensacional a palestra , motivadora sua história!! ",Sobre a palestra do Sérgio Gomes: O Propósito. Você tem críticas ou comentários sobre a palestra?,positivo
04/04/2020,Sem comentários,Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
04/04/2020,"Foi muito longa, foi dificil ficar até o fim",Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],negativo
04/04/2020,"Ansioso por mais e mais, galera dos monitores muito legal.",Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
04/04/2020,Ótima apresentação de como irá funcionar o projeto e suas atividades.,Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
04/04/2020,Não. Apenas ansiedade pra ver como será essa experiência com o time.,Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
04/04/2020,Estou ansiosa para saber mais profundamente sobre o que vamos fazer hahah,Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
04/04/2020,"Gostei muito. Acho os monitores muito legais e o projeto faz meus olhos brilharem! A minha única crítica é sobre o encerramento. Acredito que já falei isso uma vez, mas quando encerra com o pessoal do VimVer, é sempre muito aleatório. Hoje mesmo, antes de finalizar a maioria das pessoas já haviam desconectado. Apenas isso!",Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],negativo
04/04/2020,"Estou super ansiosa para começar a colocar a mão na massa. Em questão do teórico, fiquei um pouco confusa, mas acredito que na prática será mais fácil. ",Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],negativo
04/04/2020,O projeto parece ser bem difícil mas acredito que na prática seja mais fácil. Seria interessante comentarem que o projeto na prática não é um bicho de 7 cabeças.,Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],negativo
04/04/2020,"Estou empolgada para começar. E estou MUITO feliz que vai rolar mesmo o projeto com a comunidade e que mesmo com a crise vamos ter a oportunidade de ter um contato com a comunidade, mesmo que virtual! ",Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
04/04/2020,"Foi ótimo, estou ansiosa para colocar a mão na massa.",Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
04/04/2020,"Eu nunca tinha  participado de um projeto voltado para comunidades, também não tinha a ideia de como seria elaborado. Com a aula de hoje consegui visualizar o caminho a ser percorrido do qual me deixou mais confortável e segura para tomar decisões em relação ao projeto, consegui enxergar que não é um 'bicho de sete cabeças"" ",Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
04/04/2020,"Fiquei bastante empolgado, apesar de sentir muito por não podermos estar na comunidade. Mas acho que vai ser um desafio bem  interessante para mim, pois apesar de ter um conhecimento nas ferramentas de Design, não tenho muita experiência em desenvolvimento de produtos digitais. E além de estarmos ajudando alguém, vai ser uma boa oportunidade de aprendizado para mim.",Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
04/04/2020,"Acho que eles poderiam dar exemplos, para deixar as explicações mais concretas",Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],negativo
04/04/2020,Tudo ok,Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
04/04/2020,Não,Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
04/04/2020,A Karen explicou super bem!,Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
04/04/2020,"  Gostei bastante da atividades do VimVer. Os mentores souberam mesclar bem como ter mais participação da turma e trouxeram vários estímulos positivos seja através de vídeos sobre a comunidade, seja estimulando que a gente habilitasse a câmera. Acho que tudo isso cria uma atmosfera que estamos realmente juntos nessa, bem legal. ",Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
04/04/2020,Espero de verdade que tenhamos a oportunidade de fazer ou ter contato pessoalmente.,Sobre a palestra da Pamela Mello: Vieses Inconscientes [CONTEÚDO apresentado no tema],positivo
25/04/2020,"Achei que o tempo foi muito curto, o que acabou deixando corrida a apresentação e comentaram sobre o curso que iam mandar sobre design thinking e não mandaram no grupo, pra complementar o aprendizado da semana passada.",Você tem outras críticas ou comentários em relação a esta etapa do Projeto (VimVer)? OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"Infelizmente as entrevistas estão mostrando ser bastante complicadas de serem realizadas, mesmo com muitos contatos.",Você tem outras críticas ou comentários em relação a esta etapa do Projeto (VimVer)? OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"Achei que os grupos teriam maior autonomia. Sinto que os mentores acabam liderando o grupo e isso tem lados positivos, já que em certos momentos isso faz com que nosso foco volte para o que precisa ser, mas também vejo um lado negativo pois o grupo não segue seu fluxo natural. Não sei se é pela falta de tempo do projeto ou se existe algum outro motivo. Gostaria que os grupos tivessem maior liberdade até dentro das reuniões, porque como os mentores estão sempre presentes, parece que estão de certa forma vigiando e se algo sai um pouco do 'esperado' já acontece uma interferência. ",Você tem outras críticas ou comentários em relação a esta etapa do Projeto (VimVer)? OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,nenhum comentário além do que os grupos disseram: dificuldade para realizar entrevistas,Você tem outras críticas ou comentários em relação a esta etapa do Projeto (VimVer)? OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,Nao,Você tem outras críticas ou comentários em relação a esta etapa do Projeto (VimVer)? OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,"Foi muito pouco tempo, apenas uma semana, muito corrido.",Você tem outras críticas ou comentários em relação a esta etapa do Projeto (VimVer)? OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"Eu acho que ficou um pouco confuso o que era de fato para fazer, principalmente pq faltou tempo. Eu acho que o nosso grupo se saiu muito bem, mas pelo que vi outros grupos tiveram dificuldades em falar com as pessoas, e uma das causas pode ser justamente as pessoas não saberem direito o que deveriam fazer. Mas eu estou achando muito bom o material  que está sedo passado. Tanto sábado passado quanto hoje as apresentações foram muito boas mesmo!",Você tem outras críticas ou comentários em relação a esta etapa do Projeto (VimVer)? OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"Eu sei que o tempo é curto porem os conteúdos poderiam ser passados com um pouco mais de calma, as vezes eu estou fazendo algumas anotações e não consigo acompanhar. ",Você tem outras críticas ou comentários em relação a esta etapa do Projeto (VimVer)? OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"O conteudo apresentado na semana passada pelo mentores do Vim Ver e também pela Gabriela Oliveira, foram excelente e contribuiram muito para execução dessa etapa.",Você tem outras críticas ou comentários em relação a esta etapa do Projeto (VimVer)? OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,Os contatos que foram dados não ajudaram muito. Mas não sei o que houve.,Você tem outras críticas ou comentários em relação a esta etapa do Projeto (VimVer)? OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"Não
",Você tem outras críticas ou comentários em relação a esta etapa do Projeto (VimVer)? OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,"  De forma geral acho que o grande desafio com certeza é fazer essa etapa na realidade digital, com certeza ter o mentores ajudaram muito.",Você tem outras críticas ou comentários em relação a esta etapa do Projeto (VimVer)? OBS: Etapa iniciada no penúltimo encontro.,positivo
26/04/2020,"Tudo está sendo encaminhado. Mesmo com os percalços encontrados durante as entrevistas, o pessoal foi muito compreensivo, assim teremos mais tempo para realizar o mapeamento.",Você tem outras críticas ou comentários em relação a esta etapa do Projeto (VimVer)? OBS: Etapa iniciada no penúltimo encontro.,positivo
